color,source,target
grey,curlew,brook
grey,curlew,falcon
grey,curlew,landed
grey,curlew,edge
grey,sandpiper,stood
grey,sandpiper,green
grey,sandpiper,dwindled
grey,sandpiper,a
grey,sandpiper,rose
grey,sandpiper,tower
grey,sandpiper,seen
grey,sandpiper,enfeebled
grey,sandpiper,till
grey,stood,greenshank
grey,sea,falcon
grey,called,owl
grey,one,lark
grey,one,starling
grey,one,kestrel
grey,lark,stopped
grey,lark,sang
grey,lark,pheasant
grey,lark,glittered
grey,lark,green
grey,lark,full
grey,lark,finch
grey,lark,size
grey,lark,hungry
grey,lark,tame
grey,lark,first
grey,lark,hundred
grey,lark,seen
grey,lark,go
grey,lark,reached
grey,lark,second
grey,lark,together
grey,lark,still
grey,lark,last
grey,lark,a
grey,lark,circled
grey,falcon,rose
grey,falcon,outline
grey,falcon,width
grey,falcon,saw
grey,falcon,flying
grey,falcon,quicker
grey,falcon,move
grey,falcon,shuddering
grey,falcon,breast
grey,falcon,swooping
grey,falcon,two
grey,falcon,soared
grey,falcon,hour
grey,falcon,red-gold
grey,falcon,browner
grey,falcon,foot
grey,falcon,playfully
grey,falcon,almost
grey,falcon,away
grey,falcon,followed
grey,falcon,disturbed
grey,falcon,oak
grey,falcon,oclock
grey,falcon,circled
grey,falcon,searched
grey,falcon,hook
grey,falcon,went
grey,falcon,unmistakably
grey,falcon,star
grey,falcon,glided
grey,falcon,time
grey,falcon,nothing
grey,falcon,fled
grey,falcon,sky
grey,falcon,narrow
grey,falcon,faster
grey,falcon,lifted
grey,falcon,receding
grey,falcon,north
grey,falcon,tilted
grey,falcon,large
grey,falcon,afternoon
grey,falcon,falling
grey,falcon,struck
grey,falcon,hooked
grey,falcon,dropped
grey,falcon,even
grey,falcon,pound
grey,falcon,ignored
grey,falcon,rejoin
grey,falcon,see
grey,falcon,circling
grey,rose,starling
grey,rose,owl
grey,floated,teal
grey,floated,wigeon
grey,5th,kestrel
grey,kestrel,hovered
grey,kestrel,yet
grey,kestrel,dropped
grey,kestrel,grey-black
grey,kestrel,car
grey,kestrel,fieldfare
grey,kestrel,perched
grey,kestrel,shone
grey,kestrel,like
grey,kestrel,le
grey,kestrel,hovering
grey,kestrel,ignore
grey,kestrel,stillness
grey,kestrel,pass
grey,kestrel,pair
grey,kestrel,male
grey,kestrel,attacked
grey,kestrel,oclock
grey,kestrel,fold
grey,kestrel,impression
grey,kestrel,gripping
grey,a,owl
grey,owl,fox
grey,owl,night
grey,owl,short-eared
grey,owl,soothed
grey,owl,drifting
grey,owl,like
grey,owl,swayed
grey,owl,ghost
grey,owl,breathed
grey,owl,tawny
grey,owl,move
grey,owl,though
grey,owl,withered
grey,owl,visibly
grey,owl,passing
grey,owl,suddenly
grey,owl,flicking
grey,owl,wake
grey,owl,little
grey,owl,began
grey,owl,silhouetted
grey,owl,shape
grey,owl,waking
grey,owl,white
grey,owl,hand
grey,owl,song
grey,owl,scuttled
grey,owl,calling
grey,owl,flitted
grey,owl,beat
grey,owl,two
grey,owl,striving
grey,owl,facial
grey,owl,barn
grey,owl,second
grey,owl,hunting
grey,owl,grew
grey,owl,rested
grey,owl,larger
grey,owl,dived
grey,owl,kept
grey,owl,hidden
grey,owl,still
grey,owl,long
grey,owl,head
grey,owl,startled
grey,owl,funny
grey,owl,flight
grey,owl,rest
grey,owl,answer
grey,owl,leaving
grey,owl,fretful
grey,owl,lamented
grey,owl,wavered
grey,owl,quiet
grey,owl,dodged
grey,owl,east
grey,owl,crept
grey,owl,bobbed
grey,owl,lemuring
grey,killed,mallard
grey,dwindled,starling
grey,six,wigeon
grey,six,pheasant
grey,freed,starling
grey,starling,rippling
grey,starling,kill
grey,starling,mobbed
grey,starling,poured
grey,starling,thousand
grey,starling,came
grey,starling,sat
grey,starling,swooping
grey,starling,coil
grey,starling,facing
grey,starling,scattering
grey,starling,net
grey,starling,mimicked
grey,starling,saw
grey,starling,actually
grey,starling,autumn
grey,starling,swarm
grey,starling,flying
grey,starling,around
grey,starling,shook
grey,starling,shoulder
grey,starling,buzzed
grey,starling,arrowed
grey,starling,hissed
grey,starling,plough
grey,starling,sparrow
grey,starling,duck
grey,starling,fist
grey,starling,lariat
grey,starling,level
grey,starling,flock
grey,starling,house
grey,starling,mass
grey,starling,baffled
grey,starling,cloud
grey,starling,like
grey,rippling,duck
grey,outline,mallard
grey,kill,duck
grey,pheasant,spurted
grey,pheasant,flushed
grey,pheasant,rattled
grey,pheasant,blood
grey,pheasant,feather
grey,pheasant,two
grey,small,pigeon
grey,like,teal
grey,like,pigeon
grey,shape,woodcock
grey,greenshank,twenty
grey,greenshank,calling
grey,greenshank,whimbrel
grey,greenshank,also
grey,sang,bunting
grey,drifted,wigeon
grey,two,woodcock
grey,two,wigeon
grey,foot,pigeon
grey,hill,pigeon
grey,came,woodcock
grey,salting,duck
grey,twenty,mallard
grey,going,wigeon
grey,wigeon,cropping
grey,wigeon,teal
grey,wigeon,whistled
grey,wigeon,velvet
grey,wigeon,copper-red
grey,wigeon,shingle
grey,wigeon,whistling
grey,wigeon,cry
grey,wigeon,goose
grey,wigeon,dusk
grey,wigeon,climbing
grey,wigeon,fanned
grey,wigeon,headless
grey,wigeon,lay
grey,wigeon,redshank
grey,wigeon,rook
grey,began,pigeon
grey,soon,teal
grey,first,woodcock
grey,completely,mallard
grey,mallard,hundred
grey,mallard,climbed
grey,mallard,furrow
grey,mallard,swished
grey,mallard,chrome
grey,mallard,deep
grey,mallard,drake
grey,mallard,seven
grey,mallard,river
grey,mallard,crossed
grey,mallard,sixteen
grey,mallard,spray
grey,mallard,crash
grey,mallard,burst
grey,mallard,lifted
grey,mallard,crouching
grey,mallard,black
grey,mallard,moorhen
grey,mallard,eighty
grey,mallard,forty
grey,mallard,lying
grey,minute,pigeon
grey,slept,duck
grey,suddenly,pigeon
grey,floating,duck
grey,hundred,teal
grey,flock,teal
grey,flock,pigeon
grey,tree,woodcock
grey,shooting,wildfowl
grey,feeding,woodcock
grey,feeding,swan
grey,corn,bunting
grey,bunting,snow
grey,bunting,reed
grey,bunting,chaffinch
grey,bunting,closer
grey,see,woodcock
grey,several,woodcock
grey,teal,murmur
grey,teal,pair
grey,teal,tossed
grey,teal,fourteen
grey,teal,sometimes
grey,teal,steep-rising
grey,swished,woodcock
grey,woodcock,raced
grey,woodcock,hornbeam
grey,woodcock,free
grey,woodcock,go
grey,woodcock,capture
grey,woodcock,colour
grey,woodcock,guess
grey,woodcock,resting
grey,woodcock,fugitive
grey,woodcock,find
grey,woodcock,startled
grey,woodcock,planetary
grey,woodcock,ripped
grey,woodcock,dashed
grey,woodcock,pigeon
grey,dead,pigeon
grey,marsh,swan
grey,swan,shot
grey,swan,mute
grey,orbited,pigeon
grey,pigeon,duck
grey,pigeon,stooping
grey,pigeon,cumulus
grey,pigeon,heavy
grey,pigeon,thick
grey,pigeon,proved
grey,pigeon,swung
grey,pigeon,immediately
grey,pigeon,fearful
grey,pigeon,follow
grey,pigeon,resting
grey,pigeon,cooing
grey,pigeon,threshes
grey,pigeon,mud
grey,duck,iridescence
grey,duck,head
grey,duck,talk
grey,duck,submarine
grey,duck,landed
grey,duck,imperial
grey,duck,regal
grey,duck,blood
grey,duck,gnawed
grey,duck,rest
grey,duck,putting
